Date,User,Message
2022-06-23 16:28:35,"뀨?","뀨?님이 나갔습니다."
2022-06-23 16:30:39,"생각하는 라이언","너무 어렵네요...ㅠㅠ"
2022-06-23 16:30:51,"생각하는 라이언"," 혹시 여쭤보고 싶은게 있는데 톡드려도 될까요?"
2022-06-23 16:32:28,"탱구","티셔츠, 재킷 암홀 소매통 비율 다 달라서 애매하심 가지고 있는 옷 대고 스펙 비교하시는게 제일 정확합니다."
2022-06-23 16:53:30,"생각하는 라이언","혹시 참고할만한 평균 사이즈표? 그런것도 있을 까요?"
2022-06-23 17:00:00,"탱구","허허 브랜드마다 다 달라서ㅋㅋ가지고 계신 옷 혹은 맘에 드는 옷 재는게 제일 정확함다"
2022-06-23 17:01:10,"코삿","소매산에 따라서 소매기장이 달라지지 않을까요?"
2022-06-23 17:01:52,"코삿","요즘 패턴 못뜨는 곳은 없어요"
2022-06-23 17:01:57,"코삿","기호 차이라고 생각해요"
2022-06-23 17:09:56,"파이리자드","어꺠선 공장에 체인이 없어서 대응으로 본봉으로 한번 치는거에 대해서 혹시 어떻게 생각하시나용"
2022-06-23 17:12:04,"코코팜","사진"
2022-06-23 17:12:39,"코코팜","혹시 촬영하거나 모니터링할때 이렇게 사진 여러장 띄워놓는 프로그램 뭔지 아시는분.."
2022-06-23 17:27:05,"애교뿜뿜 무지","애교뿜뿜 무지님이 들어왔습니다."
2022-06-23 17:27:05,"방장봇","공지확인 부탁드립니다

[더 다양한 정보와 무료 강의 일정 확인 ]
cafe.naver.com/factoryunicorn"
2022-06-23 17:42:25,"신입디자이너","꼭 체인하고싶으시면 외주 돌리세요"
2022-06-23 18:17:23,"로야","로야님이 들어왔습니다."
2022-06-23 18:17:23,"방장봇","공지확인 부탁드립니다

[더 다양한 정보와 무료 강의 일정 확인 ]
cafe.naver.com/factoryunicorn"
2022-06-23 18:18:12,"로야","안녕하세요 ☺️☺️"
2022-06-23 18:19:58,"로이아","안녕하세요☺︎"
2022-06-23 18:27:35,"jjung","평소에 거래하시는 원단 업체는 있으신가요??"
2022-06-23 18:28:44,"jjung","음.. 어떤 느낌을 원하시는지 이미지가 있으면 
원단업체에 그 이미지를 보여주면 비슷한 원단으로 추천해줄거에요~"
2022-06-23 18:49:28,"브랜드","저도 궁금하네요...ㅠ.ㅠ"
2022-06-23 18:50:43,"초롱초롱 튜브","저건 라이트룸에서 바로 일러스트로 옮겨서 레이아웃 잡은것같은데요"
2022-06-23 18:53:29,"혜선/여성빅사이즈","브리지로도"
2022-06-23 18:53:31,"혜선/여성빅사이즈","가능합니다"
2022-06-23 18:53:42,"혜선/여성빅사이즈","어도비 브릿지 깔면저렇게할수있어요"
2022-06-23 18:53:54,"혜선/여성빅사이즈","근데"
2022-06-23 18:54:06,"혜선/여성빅사이즈","저건 화보집으로 만들려고하신것같은데"
2022-06-23 18:54:09,"혜선/여성빅사이즈","인디자인으로"
2022-06-23 18:54:21,"혜선/여성빅사이즈","사이즈가 딱딱떨어지는규격에넣어진거보ㅓ"
2022-06-23 18:54:36,"혜선/여성빅사이즈","인디자인으로 출력전 마지막정렬같은데요"
2022-06-23 19:08:39,"서민우","에스모드 썸머클래스 들으시는분.."
2022-06-23 19:22:49,"서민우","광목 30수 사려는데"
2022-06-23 19:22:56,"서민우","무슨색으로 사야할까요..?"
2022-06-23 19:35:42,"탱구","광목은 생지라 컬러랄게 없을거에요"
2022-06-23 19:35:51,"탱구","간혹 흰색도 있다만 대부분 생지"
2022-06-23 19:51:55,"오오","압구정 근처나 일일 혹은 시간제 미싱쉐어 가능한 작업실 아시는곳 있을까요 ?ㅠㅠ"
2022-06-23 20:06:34,"코삿","대모산 입구역"
2022-06-23 20:06:36,"코삿","분당선인데"
2022-06-23 20:06:44,"코삿","월 25만원 내고"
2022-06-23 20:06:47,"코삿","쉐어 가능한 곳 있어요"
2022-06-23 20:07:11,"코삿","거기 패턴도 뜨고 샘플도 하고 캐드로 그레이딩도 해줘서"
2022-06-23 20:07:20,"코삿","가천대 학생들"
2022-06-23 20:07:21,"코삿","졸전 많이 하던대"
2022-06-23 20:07:24,"코삿","한양대 학생들하고"
2022-06-23 20:12:05,"두한","선생님들"
2022-06-23 20:12:19,"두한","패턴실에서 바지샘플비를 25만원달라는데"
2022-06-23 20:12:34,"두한","바지샘플비가 이렇게비싼가요 원래?"
2022-06-23 20:12:53,"두한","자켓이 20만원대하던걸로아는데"
2022-06-23 20:12:59,"Hongjina","디자인이 많이 들어갔나요? 되게 비싼거같기도하고"
2022-06-23 20:13:15,"Hongjina","졸작 이런거면 그렇게 비싸게 받을거같기도한데.."
2022-06-23 20:14:15,"두한","바지 샘플비 기본얼마정도하나요?바지는 제가 처음이여서"
2022-06-23 20:17:37,"블럭을 무너트리는 라이언","패턴 따로, 쌤플비만 25이신가요?"
2022-06-23 20:22:58,"두한","네"
2022-06-23 20:23:19,"두한","샘플비를 25만원달라고하시길래  패턴비포함인줄알았더니 샘플비만25만원이래요"
2022-06-23 20:24:23,"블럭을 무너트리는 라이언","저도 잘 모르긴 한데 혹시 디테일이 많은 스타일이신가요..?"
2022-06-23 20:25:31,"두한","그렇게 많지도않은데"
2022-06-23 20:25:36,"화나서 방방 뛰는 튜브","자켓이면 그정도 하는데여...?"
2022-06-23 20:25:43,"화나서 방방 뛰는 튜브","아 바지"
2022-06-23 20:25:44,"화나서 방방 뛰는 튜브","어머"
2022-06-23 20:25:49,"화나서 방방 뛰는 튜브","어머어머 미쳤나봐요"
2022-06-23 20:25:51,"두한","바지인데 샘플비25달래요"
2022-06-23 20:25:56,"화나서 방방 뛰는 튜브","바지 기본이"
2022-06-23 20:26:03,"화나서 방방 뛰는 튜브","7-9정도인데.."
2022-06-23 20:26:11,"화나서 방방 뛰는 튜브","디자인이 많이 복잡하신가요"
2022-06-23 20:26:16,"두한","자켓이면 저도당연히 적당히나왔네~할텐데"
2022-06-23 20:26:32,"두한","25달라고하길래 패턴비포함해서 좀비싼데?이랬거든요ㅋㅋㅋ"
2022-06-23 20:27:54,"코삿","프로모션에서 거래하는 곳은 보통 8~11만원 선이에요"
2022-06-23 20:27:55,"탱구","바지 종류가 뭐에요? 슬랙스?데님?고무줄바지?"
2022-06-23 20:27:58,"코삿","기본 바지는 8만원"
2022-06-23 20:28:08,"두한","사진"
2022-06-23 20:28:15,"코삿","그럴만하네요"
2022-06-23 20:28:23,"코삿","절개와 디테일이 많네요"
2022-06-23 20:28:27,"두한","이 바지에서 디테일변경하고"
2022-06-23 20:28:46,"탱구","ㅋㅋㅋㅋㅋ그럴만한 사진이 나와버렸는데...ㅋㅋㅋ"
2022-06-23 20:28:50,"두한","허리라인 변경해서부탁드렸는데"
2022-06-23 20:29:00,"두한","샘플비25만원달라길래"
2022-06-23 20:29:42,"코삿","샘플비 25만원도 싸다"
2022-06-23 20:29:45,"코삿","제 개인 생각입니다 ㅋㅋ"
2022-06-23 20:29:48,"코삿","브랜드 납품하면서"
2022-06-23 20:29:50,"코삿","기본 가디건도"
2022-06-23 20:29:55,"코삿","품평 드랍되면"
2022-06-23 20:29:59,"코삿","샘플비 15만원씩 줘요 ㅋㅋㅋ"
2022-06-23 20:30:39,"두한","기본가디건 샘플15만원?!"
2022-06-23 20:30:58,"코삿","대신 샘플은 주죠"
2022-06-23 20:30:59,"코삿","그쪽에"
2022-06-23 20:31:07,"코삿","그걸 대량으로 생산 했으면"
2022-06-23 20:31:10,"코삿","300피스 기준"
2022-06-23 20:31:16,"코삿","피스당 2만원중후반에"
2022-06-23 20:31:27,"코삿","납품가 책정해서"
2022-06-23 20:31:28,"코삿","납품하죠"
2022-06-23 20:31:34,"코삿","A/C 원사 기준이에요"
2022-06-23 20:31:38,"탱구","ㅋㅋㅋ저두요 그냥 25 드리시고 잘 만들어달라고 얘기하는게 더 ㅋㅋㅋ"
2022-06-23 20:31:49,"코삿","기본 옷도 샘플비 비싼데"
2022-06-23 20:31:53,"코삿","25만원도 싸다고 생각 돼요 ㅋㅋ"
2022-06-23 20:31:55,"코삿","말그대로 샘플인데"
2022-06-23 20:32:13,"두한","10후반~20초반은 생각하긴했는데"
2022-06-23 20:32:16,"탱구","저게 메인이 간다면 뭐...좀 다운 시킬수있겠져"
2022-06-23 20:33:13,"두한","그렇군요..지금 데님,코팅,바지공장등 찾아보곤있는데 힘드네요ㅠ"
2022-06-23 20:33:45,"두한","다이마루공장은 발품 열심히팔아서 정말좋은곳 찾아내긴했는데..."
2022-06-23 20:34:17,"블럭을 무너트리는 라이언","샘플실 찾는게 어려운거같아요ㅜ"
2022-06-23 20:34:40,"오오","달에 얼마 말고 일일 작업실 없을까요 ㅠ"
2022-06-23 20:53:17,"열10히","열10히님이 들어왔습니다."
2022-06-23 20:53:17,"방장봇","공지확인 부탁드립니다

[더 다양한 정보와 무료 강의 일정 확인 ]
cafe.naver.com/factoryunicorn"
2022-06-23 21:15:58,"열10히","열10히님이 나갔습니다."
2022-06-23 21:20:19,"MK","삭제된 메시지입니다."
2022-06-23 21:22:21,"이미노","이미노님이 나갔습니다."
2022-06-23 21:25:53,".","혹시 자기브랜드로 상품 만들어 판매할때 바코드는 꼭있어야하나요???"
2022-06-23 21:50:29,"MK","안녕하세요~ 궁금한 점이 있어 이렇게 글 남깁니다. 현재 서울에 있는 4년제 대학을 다니고 있습니다. 
의류 전공이 아니여서 복수전공을 생각하고 있는데 의문이 들었습니다. 
패션창업과 패션디자이너에게 대학의 네임벨류가 중요한가요?
현재 재학중인 대학은 들으면 누구나 알정도의 중상의 대학입니다. (서연고 서성한 중경외시 에 속하는 대학)
복수전공을 통해 네임벨류 있는 대학의 졸업장을 따는 게 좋을까요? 아니면 4년제 졸업 후 패션 스쿨 또는 학원을 통해 실무적인 것을 쌓는 게 좋을까요?
여러분의 의견이 궁금합니다!
편하게 말씀해주시면 감사하겠습니다~!"
2022-06-23 21:51:17,"두한","학교보는브랜드는  패디과나온거아니면 취급안해줘요"
2022-06-23 21:52:00,"11","꼭은 아뇨"
2022-06-23 21:52:47,".","꼭아니면 하는이유는뭔가요?"
2022-06-23 21:54:29,"MK","유학이나 유명 패션 스쿨(사디,에스모드등)보다는 4년제 대학 패션과 졸업장이 중요하다는 건가용??"
2022-06-23 21:56:06,"룩맨","저는ㅈ글케 안보네요ㅎ"
2022-06-23 21:56:12,"룩맨","유학이나영"
2022-06-23 21:59:28,"웅냠냠","바코드의 원래 목적은 상품 재고 관리에 쓰는 거라, 제품 종류가 많고 입출고가 많아 수량 관리가 어려울 때 쓰는 걸로 알고 있어요 
꼭 필요한건 아니지만 있다면 그만큼 제품과 브랜드의 완성도가 있어 보이기는 할 것 같아요"
2022-06-23 22:00:01,"웅냠냠","저도 바코드 없이도 잘 돌리고 잇어요 "
2022-06-23 22:00:08,".","초기에는 사용 안해도 되나요??"
2022-06-23 22:00:31,"웅냠냠","재고 관리하는게 어렵지 않으시다면 그러셔도 될 것 같은데요 !"
2022-06-23 22:01:03,"웅냠냠","그 바코드 올리는 프로그램?에 상품 등록하고 바코드 붙이고 하는 것도 은근 시간 많이 걸리더라고용 "
2022-06-23 22:44:01,"Eeej","복수전공 추천합니다. 처음 이름 있는 기업 입사를 원하신다면 발걸음 인 것 같네요.따로 에스모드나 패션스쿨을 다니면 시간이 더 드는데 그걸 조금 단축 할수도 있고요."
2022-06-24 01:28:47,".","자기브랜드에서 만든 물건 다른사람들이 대신 자기 마켓에서 파는걸 뭐라하나요?"
2022-06-24 01:37:47,"코삿","위탁판매요?"
2022-06-24 01:58:09,"무지","님들,, 직장 다닐때보다 본인 사업 하시는게 더 낫나요? "
2022-06-24 01:58:14,"무지","장단 궁금합니당ㅍ"
2022-06-24 01:58:42,"무지","내셔널 브랜드에 디자이너로 계셨던분 계세요? "
2022-06-24 01:59:42,"두한","직장다니면 안전적으로 돈들어오는거 아닐까요"
2022-06-24 01:59:52,"두한","본인사업하면 불안전한 수입"
2022-06-24 02:00:17,"무지","네 그런데 상사 눈치는 안봐도 되구 ㅋㅋㅋ"
2022-06-24 02:00:22,"무지","그건 좋겠네여 "
2022-06-24 02:00:37,"두한","사업해서 잘되면 다행인데"
2022-06-24 02:00:53,"두한","안되면 그거만큼 최악인게없죠"
2022-06-24 02:01:36,"무지","네 ㅠㅠ 피마르겠죠? 한두푼 들어가는게 아닐테니 "
2022-06-24 02:01:47,"무지","경쟁도 치열하고"
2022-06-24 02:02:23,"두한","전 젊을때 해봐야한다고생각해서"
2022-06-24 02:02:38,"두한","컴활,패턴배우면서 주말알바하고있어요"
2022-06-24 02:02:44,"무지","오호 "
2022-06-24 02:02:50,"무지","패턴까지 "
2022-06-24 02:03:02,"무지","잘준비하시는군요 "
2022-06-24 02:03:18,"두한","네 생각을해보니깐 "
2022-06-24 02:03:27,"두한","패턴도못마지는데 디자인한다는게 말이안되더라고요..."
2022-06-24 02:03:32,"두한","못만지는데"
2022-06-24 02:03:37,"무지","네 ,,"
2022-06-24 02:03:49,"두한","설계도못그리는 건축디자이너느낌"
2022-06-24 02:03:59,"무지","훔훔"
2022-06-24 02:04:37,"두한","중간에 포폴도 변행하면서 같이준비했다가"
2022-06-24 02:04:54,"두한","브랜드디자이너로 일하면서배우고 런칭하려고해요"
2022-06-24 02:05:15,".","나이가몇이세여"
2022-06-24 02:05:20,"무지","네 오호 "
2022-06-24 02:07:09,"두한","전24이요"
2022-06-24 02:07:17,"두한","프로모션 잠깐다녔는데 프로모션은 저랑 안맞더라고요..."
2022-06-24 02:07:28,".","프로모션이 정확하게 어떤거하는일인가요"
2022-06-24 02:07:40,"두한","다른데는 어떨지모르겠는데"
2022-06-24 02:07:54,"두한","제가 다녔을땐 그냥 생산직 직원느낌"
2022-06-24 02:08:17,"두한","물론 생산하는일도 배우면 좋기야하겠지만"
2022-06-24 02:08:29,"두한","그시간에 다른거배우고 다른일하는게 더 도움될것같아요"
2022-06-24 02:09:07,".","쇼핑몰쪽하고싶은데 지금은 전혀다른일하면서 주5일 하루에12시간씩일하는데 그만두고 공부하는게 낫겟죠?"
2022-06-24 02:09:54,"두한","돈보고하는 쇼핑몰이면 프로모션들어가서 생산관련된것들 배우는게 좋다고생각해요"
2022-06-24 02:10:13,".","제가 브랜드만들어서 판매하고싶어요"
2022-06-24 02:11:06,"두한","자본이 얼마나있는지랑 브랜드컨셉을 확실하게 잡고시작하는게 좋다고 생각을해요"
2022-06-24 02:11:36,".","지금하는일은 전혀 상관없는일인데 그만두고 여기에 전념하는게 맞는지 여쭤보고싶슨니다"
2022-06-24 02:11:46,".","물론일도 안맞기도하구요"
2022-06-24 02:12:34,"두한","어떻게보면 일자리를포기하고 하는거니깐"
2022-06-24 02:12:51,"두한","놀지않고 정말 열심히 전념할수있으면 그렇게하는게좋겠죠..?"
2022-06-24 02:13:19,"두한","쉬엄쉬엄하고싶은거면 일이랑 변행하면서하는게좋다고생각해요"
2022-06-24 02:13:29,".","지금일하는거로봐선 이쪽에 공부할시간도 없고 발전이없는거같아요"
2022-06-24 02:13:29,"🧸","하기 나름이라고 봅니다 …"
2022-06-24 02:14:25,"두한","그러면 그만두시고 일정을 타이트하게 짜보시는게어때요?"
2022-06-24 02:14:51,".","그래서 이쪽관련 공부도 재대로 하려구 일을 그만두려고 생각중인데 너무 고민이라 여쭤봅니다 ㅠㅠ"
2022-06-24 02:15:01,".","일의강도도 엄청나요12시간씩"
2022-06-24 02:15:13,"두한","정말 열심히잘할수있으면 그만두고하는게좋다고생각해요"
2022-06-24 02:22:21,"두한","일단 패턴배우는데만 6개월~1년걸린다고 보심될것같아요  입체패턴기준"
2022-06-24 02:23:01,"뷰뷰","브랜드 한다고 바로 수익이 나는게 아니기때문에 조금이라도 힘들어도 일 계속 하거나 이니면 조금 널널한 일로 바꿔 하시길 추천드려요.."
2022-06-24 02:23:40,".","에이블이나 브랜디 뭐이런데서 다 판매하시는분들은 동대문에서 그냥 옷 가져와서 위탁형식으로 판매하시는거죠?"
2022-06-24 02:24:47,"두한","동대문 APM같은데서 뗴다파는거죠 뭐"
2022-06-24 02:25:08,".","뗀다는게 그냥 다른사람이만든옷 가져와서 파는거죠?"
2022-06-24 02:25:12,"두한","네"
2022-06-24 02:25:54,"두한","그리고 브랜드하시는거면 1~2년은 거의 적자본다고생각하고 시작하시는게 좋다고생각해요"
2022-06-24 02:26:02,"두한","운좋게 셀럽이입어서 대박터지는거아닌이상"
2022-06-24 02:31:13,"팩토리유니콘","연예인 협찬 방법도 조만간 알려드릴게요
일단 저희 팩토리유니콘 패밀리분들 먼저 알려드리고 기회되면 뿌려드릴게여"
2022-06-24 02:32:12,"두한","늘 수고많으십니다 (_ _)"
2022-06-24 08:50:58,"오울롱","안녕하세요 혹시 패턴그래픽 넘길때 1리핏없이 만든패턴그래픽만 일러스트로 넘겨도될까요?? "
2022-06-24 09:13:04,"화난 라이언"," 좋은 정보 감사합니다"
2022-06-24 09:28:24,"코코팜","안녕하세요 좋은아침입니다. 혹시 스타일리스트 룩북 남여 6착에서 10착 단가가 어떻게 되는지 조언좀 들을수 있을까요 ??
"
2022-06-24 09:40:55,"룩맨","그쵸"
2022-06-24 09:41:03,"룩맨","헌데, 두루두루 해보믄 조금씩 도움은 될 거에요"
2022-06-24 09:41:33,"룩맨","패턴 한달 배우다가 나는 패턴사가 될거야 해놓고 10년 있다가 창업할까? 이런 경우가 안 좋은 케이스죠"
2022-06-24 09:42:00,"룩맨","패턴이 나쁘다는게 아니고 ㅋ"
2022-06-24 09:43:02,"성민","공감이라는 원단집 위치아시는분 있을까요? 3층이라는데 안보이네요🥲"
2022-06-24 09:46:18,"@lapricala","@코코팜 스탈리스트만 단가는 모르고 사진사, 메컵 올인원 단가는 대략 알아요"
2022-06-24 09:47:26,"코코팜","풀데이 기준 대략 어느정도되나요? "
2022-06-24 09:51:06,"@lapricala","스타일리스트, 헤메, 사진, 모델 포함 5시간 400 정도 9시간 600 선인것 같아요. 보정이나 그런갓 없고 찍는 원본 전달.

"
2022-06-24 09:51:22,"@lapricala","스탈리스트만 찾으시는 거면 하시는분 연결시켜드릴께요"
2022-06-24 09:53:02,"코코팜","9시간 600이요 ? 전부 프리로하셨나요 ?"
2022-06-24 10:06:52,"Ryuri","두한님이 생각하시는 기준으로 패턴을 다룰 줄 안다는건 어느정도이셔요??? 저는 학교에서 잘하지는 않지만 기본 패턴이 어떻게 돌아가는지 정도는 떼고 왔는데 이 정도로는 디자인할때 많이 걸릴까요 ? ㅠ"
2022-06-24 10:07:26,"궁/포토/서울","룩북 사진 필요하시면 연락주세요 ㅎ"
2022-06-24 10:09:30,".","룩북구하는게 모델을구한단건가요"
2022-06-24 10:10:44,"탱구","옷 만드는 구성에대한 이해도 있으면 충분합니다. 나머지는 본인 숙련도와 감도의 차이구요"
2022-06-24 10:11:14,"Ryuri","그렇군요..!!!"
2022-06-24 10:11:36,"탱구","차이는 있겠지만 디자이너가 직접 패턴을 만질일은 없지만, 샘플에 이상이 있을때 어디를 손봐야겠다 정도의 이해도가 있으면 좋습니다."
2022-06-24 10:15:39,"룩맨","마자여"
2022-06-24 10:16:08,"룩맨","사이즈 있는 회사가면 패턴, 핏 수정만 전문으로 하시는 테크니션이 있어여. "
2022-06-24 10:16:09,"화나서 방방 뛰는 튜브","사실 패턴실이나 모델리스트들이 따로 있는 회사에서는 디자이너가 패턴에 손 댈 일이 없어요"
2022-06-24 10:16:23,"룩맨","디자이너가 직접 못해요"
2022-06-24 10:16:48,"화나서 방방 뛰는 튜브","근데 그런거 없는 개인브랜드라면 디자이너가 패턴을 아주 잘 알고 있어야 일이 굴러갑니당,,"
2022-06-24 10:17:23,"룩맨","작지를 디자인팀서 하지만 컨셉개념이고, 사실 샘플실이나 핏 테크니션 손을 거쳐야 기성품 옷이 나오죵."
2022-06-24 10:17:37,"화나서 방방 뛰는 튜브","디자이너가 패턴 수정 하는건 당연한 일이고 가끔 본인이 뜨기도 해요"
2022-06-24 10:17:54,"화나서 방방 뛰는 튜브","브랜드는 진짜 케바케에용. "
2022-06-24 10:18:00,"룩맨","그래서 샘플실에 맡길때도 디테일하게 얘기 안해주고 통화하믄서 실장님이 알아서(경험것) 잘 해주시면 고맙겠습니다. 해요 ㅎ"
2022-06-24 10:18:31,"화나서 방방 뛰는 튜브","근데 이러면 옷이 디자이너가 최초에 구상한대로 안나올 확률이 커서"
2022-06-24 10:19:02,"화나서 방방 뛰는 튜브","본인이 까다롭게 지시가 가능해야 브랜드 디자이너 잘 할 수 있어요"
2022-06-24 10:19:04,"룩맨","옷은 너무나 어렵기 때문에"
2022-06-24 10:19:15,"룩맨","자기도 잘 모르겟고ㅋ 그래서인듯"
2022-06-24 10:19:22,"화나서 방방 뛰는 튜브","아예 그래서 패턴 어느 정도 수준까지 못하는 애들은 인턴 못넘기고 잘립니당.."
2022-06-24 10:21:10,"화나서 방방 뛰는 튜브","회사에서도 디자이너들이 품평 때 핏 체크하고 지시 다 합니다. 테크니컬 디자이너 & 모델리스트 분들이 계셔도 결국 디자이너가 작업 지시를 하는거나 서로 합의(?)하에 진행하는거라"
2022-06-24 10:22:02,"화나서 방방 뛰는 튜브","패턴은 무적권 잘 하면 잘 할 수록 디자이너에게 이득이에요"
2022-06-24 10:22:18,"화나서 방방 뛰는 튜브","어느 정도 기초 지식은 당연히 있어야하고여"
2022-06-24 10:22:31,"탱구","패턴 이해도는 디자이너 수명에 아주 도움 되는듯 해요"
2022-06-24 10:22:31,"룩맨","저희느 ㄴ핏테크팀, 캐드팀, 패턴팀 다 따로 있어서 좀 분업화되어있어여"
2022-06-24 10:22:44,"탱구","핏테크팀 부럽다 ㅋㅋㅋ"
2022-06-24 10:22:46,"화나서 방방 뛰는 튜브","오오 굉장히 크신 곳인가보군뇨"
2022-06-24 10:22:56,"화나서 방방 뛰는 튜브","진짜 핏테크팀까지 있으면"
2022-06-24 10:23:15,"화나서 방방 뛰는 튜브","그럼 패턴 몰라도 진짜 아무 문제 없을듯욬ㅋㅋㅋㅋㅋㅋㅋ"
2022-06-24 10:23:17,"룩맨","디쟈너들은 유학파만 뽑느데 "
2022-06-24 10:23:22,"화나서 방방 뛰는 튜브","아"
2022-06-24 10:23:26,"화나서 방방 뛰는 튜브","Hoxy"
2022-06-24 10:23:30,"화나서 방방 뛰는 튜브","벤더 다니시나욬ㅋㅋㅋㅋ"
2022-06-24 10:23:31,"룩맨","유학했다고 다 센스가 쩌는건 아니더군ㅇ"
2022-06-24 10:24:06,"룩맨","걍 미국서 일하다 온 사람들도 있고"
2022-06-24 10:25:38,"탱구","핏테크 잘하시는 분들이랑도 일해보고싶어요 진짜 배울것 많을것같은데"
2022-06-24 10:25:56,"탱구","테일러 암홀 잡기가 너무 어려워서 ㅋㅋㅋ좀 도움받고싶네욬ㅋㅋㅋ"
2022-06-24 10:26:09,"룩맨","근데 이건 지극해 갠적인 편견이고(착각이라 봐주세요). 소위 시골서 자라서 입사때 서울 첨 오신분들하고, 저는 일하는게 넘나 힘들어여. 지역차인지... 사고방식의 차인지. 차라리 외국인이 날듯 "
2022-06-24 10:26:41,"화나서 방방 뛰는 튜브","왜요?!?!"
2022-06-24 10:26:55,"룩맨","조금 고루하다고 해야하나.. 아닌분도 있겠으나 아직 못 뵈었을 뿐일 수도 있구요. "
2022-06-24 10:27:02,"룩맨","글구 편견이 디게 많아여"
2022-06-24 10:27:32,"룩맨","엉뚱한 예를 들자면, 아들 갖은 집서 장가갈 때 전세한채 정도는 부모님이 해줘야 한다? 느니 우리 오빠 갈때도 해줬다느니"
2022-06-24 10:27:46,"화나서 방방 뛰는 튜브","??@??????????"
2022-06-24 10:27:52,"화나서 방방 뛰는 튜브","나이가 몇 이시길래.."
2022-06-24 10:27:58,"룩맨","답답해서 미틸것 같음 ㅋㅋ"
